location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
Nashville,72.64117265770624,33.33646475815384,54.11%,85.61%,81.94%,19299,2897540
Portland,78.47695602624081,30.72079283341646,60.85%,95.19%,91.87%,15829,2750921
Memphis,48.257355409964276,26.66084002239677,44.75%,80.68%,75.51%,10726,1885592
Oklahoma City,46.18780025724591,23.315412099478095,49.52%,77.95%,72.40%,8834,1351967
Las Vegas,81.25126471550084,48.95486194422813,39.75%,79.60%,77.36%,16189,2225236
Louisville,45.95292061039469,20.004535607422707,56.47%,81.29%,75.23%,7052,1017551
Baltimore,45.06337482297807,17.60834973485102,60.93%,86.11%,86.58%,12437,2435032
Milwaukee,52.913988493879614,24.881490166134252,52.98%,88.29%,85.57%,7734,1183517
Albuquerque,51.263265279510826,21.381351507049587,58.29%,90.09%,83.13%,6420,867344
Tucson,53.803745209154606,26.534269438140782,50.68%,86.27%,83.93%,7514,993416
Fresno,37.47018233790075,16.561601749264213,55.80%,83.15%,77.70%,7607,1122844
Mesa,48.64558224070905,28.658549114479015,41.09%,84.15%,79.84%,5130,707245
Sacramento,61.53215528509603,31.471711696672095,48.85%,84.39%,82.36%,8848,1271137
Atlanta,87.98710898443969,45.80598464744428,47.94%,75.45%,70.26%,30939,5081885
Kansas City,62.03363417588032,26.239991466684152,57.70%,88.91%,85.20%,9489,1287428
Colorado Springs,64.66297173737688,30.80725712606466,52.36%,90.96%,90.37%,4771,638175
Miami,114.02511646227704,65.01186463635372,42.98%,86.66%,81.85%,21194,1755426
Raleigh,51.89677077772713,22.128622597297685,57.36%,85.10%,76.24%,10521,1412291
Omaha,49.68692904627697,22.12815393332316,55.46%,95.55%,89.81%,8342,946745
Long Beach,55.433953984352335,26.468297324475316,52.25%,82.91%,75.52%,9852,1556321
Virginia Beach,49.19194774999638,30.146398265353994,38.72%,88.89%,84.16%,6380,978818
Oakland,87.22012558189702,25.060123731943506,71.27%,94.18%,93.67%,9573,1617704
Minneapolis,69.7690409358369,25.38108236412113,63.62%,92.98%,91.85%,11137,1501771
Tulsa,49.07289680854555,26.524902986962708,45.95%,84.82%,73.05%,4797,644184
Arlington,55.93436480157011,22.85894455973026,59.13%,89.14%,85.57%,13489,1949467
Tampa,70.63693619676391,29.83835699843148,57.76%,85.87%,82.96%,9848,1286957
New Orleans,55.611476460061674,26.532533965237725,52.29%,85.20%,82.91%,16633,3382484
Wichita,38.943139046010934,19.12634651087634,50.89%,83.16%,70.14%,5337,598977
Cleveland,53.27268055686311,27.023352242505872,49.27%,77.25%,74.08%,9212,1646114
Bakersfield,39.032836742073194,21.78616500665212,44.19%,73.91%,84.64%,5310,761806
Aurora,41.98364206830868,17.12759336118028,59.20%,92.86%,91.70%,688,54076
Anaheim,66.0046788197145,31.08703410097243,52.90%,80.53%,73.08%,8449,833500
Honolulu,140.6151024158285,66.14121749632915,52.96%,93.51%,84.00%,11473,919513
Santa Ana,46.932195843788385,24.52660306756728,47.74%,79.33%,78.56%,2790,343803
Riverside,45.72632743638792,25.080344323224267,45.15%,76.22%,77.31%,5778,720458
Corpus Christi,48.83253188723051,32.14526133149672,34.17%,72.72%,69.76%,4980,622900
Lexington,42.86037133566362,19.587455205892887,54.30%,81.77%,82.14%,1182,132823
Stockton,41.046137186322454,23.079793742369624,43.77%,70.07%,69.78%,3321,504175
Henderson,72.82494397010556,30.964606864534467,57.48%,85.69%,83.21%,5022,886472
St Paul,54.56142924393965,20.017827480700003,63.31%,93.11%,88.56%,4211,583192
St Louis,55.15087790135149,23.373161634468477,57.62%,92.44%,91.84%,6924,1013172
Cincinnati,55.383990974887006,19.020537381132343,65.66%,85.81%,81.43%,6675,834293
Pittsburgh,54.22639992081286,25.462070167711367,53.04%,91.94%,84.85%,8790,1325382
Greensboro,36.45771005967967,20.215677735504052,44.55%,73.41%,67.88%,6696,1507974
Anchorage,111.75880178186472,34.86821031123138,68.80%,98.87%,82.07%,3331,528538
Plano,70.94026112284243,39.19046123458646,44.76%,88.21%,84.69%,4137,642600
Lincoln,53.900101498858994,28.842967428930233,46.49%,84.10%,77.36%,5589,510549
Orlando,91.55419046526825,44.901122758451876,50.96%,78.08%,75.12%,13084,1575528
Irvine,77.14037754937493,30.520734102782278,60.43%,90.31%,90.43%,4390,527960
Newark,53.930816022164244,21.405175215359858,60.31%,82.67%,79.14%,5917,917738
Toledo,39.116227092685385,23.716064494125412,39.37%,83.44%,78.84%,3645,552377
Durham,48.976496679760054,22.457960507822207,54.15%,83.67%,82.32%,5549,1084353
Chula Vista,55.93521040642394,26.1367190060793,53.27%,87.85%,77.98%,2820,357415
Fort Wayne,42.90187746744572,23.500943792156527,45.22%,88.50%,85.79%,3240,366311
Jersey City,58.453512778919155,18.593946092320635,68.19%,92.82%,92.14%,4399,639160
St Petersburg,65.43201711125667,24.897954743953918,61.95%,91.18%,89.82%,3841,655517
Laredo,38.151348964018986,25.864507855953917,32.21%,84.97%,67.76%,2147,254141
Madison,44.189889040357805,14.745380018896542,66.63%,80.93%,86.06%,900,76843
Chandler,58.603370994757675,27.208660563270936,53.57%,86.71%,77.79%,3318,410475
Buffalo,43.44740004180305,27.043276027557642,37.76%,82.81%,76.74%,4955,822183
Lubbock,52.90302890444574,37.02270179491438,30.02%,62.22%,73.74%,5831,651419
Scottsdale,87.85144736321892,41.40153992676757,52.87%,86.72%,79.17%,4596,518446
Reno,57.37749684254192,25.197079607532544,56.09%,89.60%,83.86%,4689,577414
Glendale,52.938339634052255,14.373017547075367,72.85%,81.06%,86.71%,243,48214
Gilbert,64.4940024926181,34.183838363619984,47.00%,89.78%,82.74%,3764,378841
Winston-Salem,38.03494642885718,25.67127690273673,32.51%,76.16%,77.18%,3486,529664
North Las Vegas,47.07589351083926,27.9883967560636,40.55%,78.19%,71.10%,2766,426198
Norfolk,45.74749370104832,25.14107077724381,45.04%,79.45%,75.45%,5103,1120163
Chesapeake,42.24359000525433,21.877709075716844,48.21%,76.37%,69.47%,2142,396427
Garland,36.29315239433907,24.339620978493357,32.94%,69.93%,69.15%,3162,465193
Irving,56.069873588545626,26.23065303824198,53.22%,79.53%,75.19%,3856,588415
Hialeah,33.660124917612286,19.01743833952763,43.50%,82.39%,82.48%,1780,213331
Fremont,78.69790229765171,31.652717570086054,59.78%,93.00%,88.45%,2797,373550
Boise,64.96110186947448,27.24001592578614,58.07%,89.09%,71.58%,3093,397145
Richmond,53.311095777091815,27.449747502192878,48.51%,82.14%,81.84%,8436,1345568
Baton Rouge,42.10730990563044,26.23497456888409,37.69%,64.97%,60.31%,6874,1817841
Spokane,60.44182174757416,29.404012863706868,51.35%,79.87%,87.96%,2217,286566
